ID;Proveedor;Contacto_comercial;Email;Teléfono;Saldo pendiente en dólares;Fecha de última compra;
P0998;Meussicz;Tere Monreal Botella;stellaau@me.com;(752) 359-9358;3442;28/06/2016;
P0999;Learnig;Pepito Catalá-Niño;elmer@verizon.net;(716) 835-7132;2505;20/02/2021;
P0005;Deltavita;Abraham Girón-Soler;mallanmba@yahoo.ca;(841) 798-8943;570;;
P0013;Team Software;Carlito Domínguez Cortes;afifi@yahoo.com;(669) 494-0889;5258;8/05/2017;
P0020;Vuevitas;Carlito Peñas Prado;philen@verizon.net;(988) 713-8842;607;17/10/2021;
P0026;Every Good Good After Logo;Vilma de Rosado;maratb@att.net;(386) 943-6501;351;3/08/2013;
P0040;New Culture;Odalys García Roma;dhwon@verizon.net;(937) 737-8674;5403;17/11/2016;
P0057;Walna Dynamics;Jesús Abad Lago;chaikin@optonline.net;(465) 470-3259;8455;9/03/2020;
P0062;Lbr Engineers;Aarón Aparicio Becerra;madler@gmail.com;(615) 502-3945;6440;27/04/2019;
P0067;Startup Europe;Danilo Hervia;wildfire@comcast.net;(282) 971-1586;2993;28/08/2018;
P0078;Bee Auto Agency;Camilo Gutiérrez Soto;madler@comcast.net;(479) 253-7790;7858;30/03/2019;
P0095;Podc;Hector Prat-Río;gknauss@mac.com;(948) 301-7736;2211;31/12/2019;
P0124;City Of Lyon;Juan Bautista Jesús Gibert Alcázar;drolsky@hotmail.com;(205) 367-3867;8430;15/05/2015;
P0139;Kingkenny Hire;Nazaret del Nieto;mugwump@verizon.net;(258) 824-3888;6927;8/06/2017;
P0148;Cherrywood;Regina Blanca-Rico;sinkou@optonline.net;(380) 524-7754;3943;7/04/2020;
P0158;Frilly Pillows;Benigna Berenguer Palacio;valdez@me.com;(343) 410-7273;4936;14/01/2022;
P0171;Chromatica;Eleuterio Torres;tattooman@icloud.com;(509) 214-3320;4807;30/01/2013;
P0183;Beethoven;Domitila de Galvez;ccohen@yahoo.com;(456) 925-7058;5116;1/08/2020;
P0188;Buzz Digital;Rodrigo Lastra Arco;rasca@mac.com;(867) 940-3189;1661;29/07/2017;
P0195;Avantive;Celestino Vidal;rnewman@gmail.com;(586) 930-7723;5192;6/06/2020;
P0205;Route de la ville d'Abus;Jose Antonio Frías-Campos;ahuillet@msn.com;(712) 928-3735;5436;4/12/2016;
P0206;Joueur;Francisco Jose Carranza;mglee@gmail.com;(345) 760-4389;1803;18/03/2019;
P0212;En amont;Jose Antonio Saturnino Castilla Castelló;ilyaz@verizon.net;(397) 262-0865;4089;21/10/2013;
P0915;Contabilità Sol;Rosalina Castejón Rius;ganter@icloud.com;(457) 717-4549;6667;24/02/2015;
P0922;Sonar Di Roma Terme;Herberto Mora Pina;netsfr@hotmail.com;(387) 803-4372;6519;18/04/2022;
P0927;Orsola Ostrica;Florentina Almansa-Verdugo;animats@optonline.net;(671) 485-8520;6696;19/04/2019;
P0932;Isole Magentrapt;Victor Manuel Fermín Malo Cánovas;agolomsh@gmail.com;(642) 558-6586;5254;25/07/2012;
P0952;Homeco-Industrien;Curro Eugenio Arana Gomez;wilsonpm@gmail.com;(877) 882-8646;3001;11/01/2017;
P0958;Sol-Buchhaltung;Baldomero Cabello;knorr@yahoo.com;(322) 961-9701;1826;1/08/2021;
P0965;Einfache Maschinen;Ángela Pozo;hutton@hotmail.com;(961) 476-4102;1254;16/07/2012;
P0838;Digitale Dinamico;Roberta Carlota Boada Vara;murty@msn.com;(558) 372-0174;5318;29/06/2017;
P0843;Grandi disegni;Gerardo Goicoechea Osorio;haddawy@sbcglobal.net;(731) 654-1893;2247;12/10/2021;
P0852;Auk Myanmar;Inmaculada Chaparro-Batlle;kaiser@comcast.net;(484) 896-1490;2363;18/08/2014;
P0857;Zentwall;Alcides Porfirio Planas Ureña;pereinar@live.com;(621) 478-0644;7784;28/02/2020;
P0861;Infineramic;Etelvina Clavero Malo;bigmauler@optonline.net;(723) 467-3052;8397;2/04/2019;
